Station Name,CALGARY INT'L A,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-08,2012,1,8,,10.5,,1.5,,6,,12,,0,,0,,0,,0,,0,T,27,E,61,E
2012-01-09,2012,1,9,,12.8,,0.1,,6.5,,11.5,,0,,0,,0,,0,,0,T,25,,61,
2012-01-10,2012,1,10,,5.1,,-12.7,,-3.8,,21.8,,0,,0,,2.6,,2.6,,0,T,32,E,69,E
2012-01-11,2012,1,11,,1.6,,-15.4,,-6.9,,24.9,,0,,0,,0,,0,,1,,,,<31,
2012-01-12,2012,1,12,,3.7,,-6.9,,-1.6,,19.6,,0,,0,,0,,0,,0,T,,,<31,
2012-01-13,2012,1,13,,4.1,,-6.1,,-1,,19,,0,,0,,0,,0,,0,T,26,E,61,E
2012-01-14,2012,1,14,,4.5,,-10.4,,-3,,21,,0,,0,,0,T,0,T,0,T,36,E,46,E
2012-01-15,2012,1,15,,-7,,-23.2,,-15.1,,33.1,,0,,0,,1.2,,1.2,,1,,34,E,69,E
2012-01-16,2012,1,16,,-23.2,,-28.1,,-25.7,,43.7,,0,,0,,0.6,,0.6,,3,,,,<31,
2012-01-17,2012,1,17,,-27.7,,-30.3,,-29,,47,,0,,0,,0.8,,0.8,,4,,,,<31,
2012-01-18,2012,1,18,,-22.6,,-32.4,,-27.5,,45.5,,0,,0,,0.2,,0.2,,4,,,,<31,
2012-01-19,2012,1,19,,-19.2,,-28.3,,-23.8,,41.8,,0,,0,,0,,0,,2,,,,<31,
2012-01-20,2012,1,20,,-17.5,,-22,,-19.8,,37.8,,0,,0,,0,,0,,2,,,,<31,
2012-01-21,2012,1,21,,-12.1,,-17.6,,-14.9,,32.9,,0,,0,,0.2,,0.2,,2,,,,<31,
2012-01-22,2012,1,22,,0.2,,-12.8,,-6.3,,24.3,,0,,0,,0.6,,0.6,,3,,,,<31,
2012-01-23,2012,1,23,,2.7,,-13.1,,-5.2,,23.2,,0,,0,,0,,0,,3,,27,E,48,E
2012-01-24,2012,1,24,,5.2,,-7.9,,-1.4,,19.4,,0,,0,,0,,0,,2,,24,E,35,E
2012-01-25,2012,1,25,,6.9,,-4.6,,1.2,,16.8,,0,,0,,0,,0,,1,,27,E,70,E
2012-01-26,2012,1,26,,-2.5,,-10.4,,-6.5,,24.5,,0,,0,,0,T,0,T,0,T,,,<31,
2012-01-27,2012,1,27,,-0.4,,-11.6,,-6,,24,,0,,0,,0,,0,,0,T,27,E,69,E
2012-01-28,2012,1,28,,-2.7,,-9.6,,-6.2,,24.2,,0,,0,,0,,0,,0,T,25,E,41,E
2012-01-29,2012,1,29,,11.6,,-3.9,,3.9,,14.1,,0,,0,,0,,0,,0,T,26,E,61,E
2012-01-30,2012,1,30,,10.2,,1.5,,5.9,,12.1,,0,,0,,0,,0,,0,T,27,E,44,E
2012-01-31,2012,1,31,,7.2,,-0.2,,3.5,,14.5,,0,,0,,0,,0,,0,T,30,E,46,E
2012-02-01,2012,2,1,,6.6,,-4.4,,1.1,,16.9,,0,,0,,0,,0,,0,T,,,<31,
2012-02-02,2012,2,2,,3.4,,-9.3,,-3,,21,,0,,0,,0,,0,,0,T,,M,,M
2012-02-03,2012,2,3,,7.8,,-7.1,,0.4,,17.6,,0,,0,,0,,0,,0,T,,,<31,
2012-02-04,2012,2,4,,13.1,,-9.1,,2,,16,,0,,0,,0,,0,,0,,,,<31,
2012-02-05,2012,2,5,,6.2,,-5.4,,0.4,,17.6,,0,,0,,0,,0,,0,,,,<31,
2012-02-06,2012,2,6,,-1,,-10.1,,-5.6,,23.6,,0,,0,,1,,1,,0,T,,,<31,
2012-02-07,2012,2,7,,-1.1,,-13.4,,-7.3,,25.3,,0,,0,,0,,0,,0,T,17,E,50,E
2012-02-08,2012,2,8,,8.2,,-15.3,,-3.6,,21.6,,0,,0,,0,,0,,0,T,,,<31,
2012-02-09,2012,2,9,,-1.4,,-10.8,,-6.1,,24.1,,0,,0,,0,,0,,0,,,,<31,
2012-02-10,2012,2,10,,-9.7,,-14.5,,-12.1,,30.1,,0,,0,,0,T,0,T,0,T,,,<31,
2012-02-11,2012,2,11,,-4.5,,-16.4,,-10.5,,28.5,,0,,0,,0,,0,,0,T,17,E,32,E
2012-02-12,2012,2,12,,7.2,,-10.4,,-1.6,,19.6,,0,,0,,0,,0,,0,T,,,<31,
2012-02-13,2012,2,13,,3.8,,-4.5,,-0.4,,18.4,,0,,0,,4,,4,,0,,36,E,35,E
2012-02-14,2012,2,14,,-1.5,,-15.7,,-8.6,,26.6,,0,,0,,0,,0,,6,,,,<31,
2012-02-15,2012,2,15,,3.4,,-15,,-5.8,,23.8,,0,,0,,0,,0,,4,,,,<31,
2012-02-16,2012,2,16,,3.3,,-13.4,,-5.1,,23.1,,0,,0,,0,,0,,3,,,,<31,
2012-02-17,2012,2,17,,3.8,,-6.1,,-1.2,,19.2,,0,,0,,0,,0,,1,,,,<31,
2012-02-18,2012,2,18,,6.2,,-8.6,,-1.2,,19.2,,0,,0,,0,,0,,0,T,26,,50,
2012-02-19,2012,2,19,,3.3,,-8.6,,-2.7,,20.7,,0,,0,,0,,0,,0,T,,,<31,
2012-02-20,2012,2,20,,-0.7,,-7.1,,-3.9,,21.9,,0,,0,,1.8,,1.8,,2,,,,<31,
2012-02-21,2012,2,21,,7.7,,-9.1,,-0.7,,18.7,,0,,0,,0,T,0,T,1,,26,E,57,E
2012-02-22,2012,2,22,,4.5,,-1.7,,1.4,,16.6,,0,,0,,0,T,0,T,0,T,16,,48,
2012-02-23,2012,2,23,,1.7,,-5.1,,-1.7,,19.7,,0,,0,,5.6,,5.1,,0,T,,,<31,
2012-02-24,2012,2,24,,-3.6,,-9.2,,-6.4,,24.4,,0,,0,,0.4,,0.4,,6,,13,,33,
2012-02-25,2012,2,25,,-3.6,,-13.4,,-8.5,,26.5,,0,,0,,1.6,,1.2,,5,,35,,59,
2012-02-26,2012,2,26,,-12.8,,-21.4,,-17.1,,35.1,,0,,0,,2.4,,2.4,,6,,,,<31,
2012-02-27,2012,2,27,,-1.8,,-22.1,,-12,,30,,0,,0,,0,,0,,8,,,,<31,
2012-02-28,2012,2,28,,-0.3,,-14.3,,-7.3,,25.3,,0,,0,,0,,0,,4,,,,<31,
2012-02-29,2012,2,29,,1.3,,-11.9,,-5.3,,23.3,,0,,0,,0,,0,,4,,,,<31,
2012-03-01,2012,3,1,,-5.8,,-9.7,,-7.8,,25.8,,0,,0,,0,T,0,T,4,,35,,39,
2012-03-02,2012,3,2,,3.3,,-13.8,,-5.3,,23.3,,0,,0,,0,,0,,4,,27,,52,
2012-03-03,2012,3,3,,10.3,,-5.6,,2.4,,15.6,,0,,0,,1,,1,,4,,27,E,63,E
2012-03-04,2012,3,4,,2.6,,-3.9,,-0.7,,18.7,,0,,0,,1.4,,1.4,,2,,34,E,33,E
2012-03-05,2012,3,5,,-2.9,,-5.7,,-4.3,,22.3,,0,,0,T,7.4,,7.4,,0,T,35,E,39,E
2012-03-06,2012,3,6,,-5.4,,-13,,-9.2,,27.2,,0,,0,,2.6,,2.6,,9,,34,E,52,E
2012-03-07,2012,3,7,,4.8,,-14.6,,-4.9,,22.9,,0,,0,,0,,0,,5,,27,E,46,E
2012-03-08,2012,3,8,,11.3,,0.4,,5.9,,12.1,,0,,0,,0,,0,,2,,27,,41,
2012-03-09,2012,3,9,,15.3,,1.2,,8.3,,9.7,,0,,0,,0,,0,,0,T,30,E,61,E
2012-03-10,2012,3,10,,10.2,,-0.6,,4.8,,13.2,,0,,0,,0,,0,,0,T,,,<31,
2012-03-11,2012,3,11,,12.2,,-4.9,,3.7,,14.3,,0,,0,T,0,,0,T,0,T,27,E,54,E
2012-03-12,2012,3,12,,7.9,,-2.7,,2.6,,15.4,,0,,0,,0,,0,,0,,28,E,48,E
2012-03-13,2012,3,13,,10.5,,-2.9,,3.8,,14.2,,0,,0,,0.4,,0.4,,0,,20,E,80,E
2012-03-14,2012,3,14,,5.1,,-6.8,,-0.9,,18.9,,0,,0,,0,,0,,0,,,,<31,
2012-03-15,2012,3,15,,14.2,,-5,,4.6,,13.4,,0,,0,,0,,0,,0,,22,E,54,E
2012-03-16,2012,3,16,,10.8,,-1.1,,4.9,,13.1,,0,,0,T,0,T,0,T,0,,26,E,39,E
2012-03-17,2012,3,17,,2.9,,-5.3,,-1.2,,19.2,,0,,0,,0,T,0,T,0,,,,<31,
2012-03-18,2012,3,18,,6.2,,-5.4,,0.4,,17.6,,0,,0,,0,,0,,0,,3,E,33,E
2012-03-19,2012,3,19,,4.4,,-4.7,,-0.2,,18.2,,0,,0,T,0,,0,T,0,,36,E,33,E
2012-03-20,2012,3,20,,8.2,,-7,,0.6,,17.4,,0,,0,,0,,0,,0,,28,E,63,E
2012-03-21,2012,3,21,,5.4,,-4.8,,0.3,,17.7,,0,,0,,0,,0,,0,,25,E,56,E
2012-03-22,2012,3,22,,2.5,,-6.1,,-1.8,,19.8,,0,,0,T,2,,1.6,,0,,,,<31,
2012-03-23,2012,3,23,,-2.4,,-5.4,,-3.9,,21.9,,0,,0,,0,T,0,T,0,T,,,<31,
2012-03-24,2012,3,24,,1.3,,-7,,-2.9,,20.9,,0,,0,,0,,0,,0,,19,E,32,E
2012-03-25,2012,3,25,,5.2,,-5.2,,0,,18,,0,,0,,0,T,0,T,0,,18,E,32,E
2012-03-26,2012,3,26,,1.5,,-3.3,,-0.9,,18.9,,0,,0,T,2.8,,2.8,,0,,35,E,32,E
2012-03-27,2012,3,27,,6,,-1.9,,2.1,,15.9,,0,,0,,0.4,,0.4,,1,,,,<31,
2012-03-28,2012,3,28,,15,,-2,,6.5,,11.5,,0,,0,,0,,0,,0,,25,E,41,E
2012-03-29,2012,3,29,,13.7,,-3.2,,5.3,,12.7,,0,,0,,0,,0,,0,,23,E,46,E
2012-03-30,2012,3,30,,13.5,,-3.4,,5.1,,12.9,,0,,0,,0,,0,,0,,31,E,54,E
2012-03-31,2012,3,31,,12.6,,-4.2,,4.2,,13.8,,0,,0,,0,,0,,0,,,,<31,
2012-04-01,2012,4,1,,8.2,,-0.7,,3.8,,14.2,,0,,0,T,0,,0,T,0,,36,E,35,E
2012-04-02,2012,4,2,,11.9,,-3.4,,4.3,,13.7,,0,,0,,0,,0,,0,,28,E,33,E
2012-04-03,2012,4,3,,17.3,,-1.4,,8,,10,,0,,0,,0,,0,,0,,17,E,44,E
2012-04-04,2012,4,4,,7.3,,-2,,2.7,,15.3,,0,,0,,2.8,,2.8,,5,,32,E,50,E
2012-04-05,2012,4,5,,4,,-2.7,,0.7,,17.3,,0,,0,,1.6,,1.6,,5,,,,<31,
2012-04-06,2012,4,6,,6,,-6,,0,,18,,0,,0,,0,,0,,0,T,,,<31,
2012-04-07,2012,4,7,,6.9,,-5,,1,,17,,0,,0,,0,T,0,T,0,T,32,E,48,E
2012-04-08,2012,4,8,,8,,-2.3,,2.9,,15.1,,0,,0,,0,T,0,T,0,,34,E,41,E
2012-04-09,2012,4,9,,9.3,,-4.7,,2.3,,15.7,,0,,0,,0,,0,,0,T,17,E,39,E
2012-04-10,2012,4,10,,12.3,,-2.5,,4.9,,13.1,,0,,0,,0,,0,,0,,15,E,46,E
2012-04-11,2012,4,11,,14.6,,0.6,,7.6,,10.4,,0,,0,,0,,0,,0,,,,<31,
2012-04-12,2012,4,12,,8.9,,-0.2,,4.4,,13.6,,0,,10.1,,17.7,,27.8,,0,,34,,35,
2012-04-13,2012,4,13,,6.6,,0.6,,3.6,,14.4,,0,,0.6,,1,,1.6,,8,,,,<31,
2012-04-14,2012,4,14,,1.6,,-2.7,,-0.6,,18.6,,0,,0.2,,2.4,,2.6,,0,T,35,E,46,E
2012-04-15,2012,4,15,,-0.3,,-4.8,,-2.6,,20.6,,0,,0,,0,T,0,T,0,T,35,E,37,E
2012-04-16,2012,4,16,,10.5,,-3.2,,3.7,,14.3,,0,,0,,0,,0,,0,T,,,<31,
2012-04-17,2012,4,17,,3.9,,-1.7,,1.1,,16.9,,0,,0,T,1,,1,,0,,,,<31,
2012-04-18,2012,4,18,,6.6,,0.5,,3.6,,14.4,,0,,1,,0.6,,1.6,,0,,,,<31,
2012-04-19,2012,4,19,,12.1,,-0.2,,6,,12,,0,,0,,0,,0,,0,,13,,33,
2012-04-20,2012,4,20,,15.9,,1.9,,8.9,,9.1,,0,,0,,0,,0,,0,,27,,63,
2012-04-21,2012,4,21,,15.1,,-3.3,,5.9,,12.1,,0,,0,,0,,0,,0,,,,<31,
2012-04-22,2012,4,22,,23.4,,1,,12.2,,5.8,,0,,0,,0,,0,,0,,26,E,48,E
2012-04-23,2012,4,23,,25.8,,3.7,,14.8,,3.2,,0,,0,,0,,0,,0,,27,E,46,E
2012-04-24,2012,4,24,,16.7,,6.3,,11.5,,6.5,,0,,0.6,,0,,0.6,,0,,33,E,33,E
2012-04-25,2012,4,25,,18.2,,5,,11.6,,6.4,,0,,0,T,0,,0,T,0,,9,E,33,E
2012-04-26,2012,4,26,,7.5,,3.2,,5.4,,12.6,,0,,11.6,,0,,11.6,,0,,,,<31,
2012-04-27,2012,4,27,,7.7,,2.5,,5.1,,12.9,,0,,1.2,,0,,1.2,,0,,33,,56,
2012-04-28,2012,4,28,,13.9,,2.3,,8.1,,9.9,,0,,0,,0,,0,,0,,,,<31,
2012-04-29,2012,4,29,,13.9,,2,,8,,10,,0,,0.6,,0,,0.6,,0,,4,E,44,E
2012-04-30,2012,4,30,,11.2,,0.3,,5.8,,12.2,,0,,4,,0,,4,,0,,30,E,46,E
2012-05-01,2012,5,1,,6.5,,2.2,,4.4,,13.6,,0,,24.4,,0,,24.4,,0,,36,E,37,E
2012-05-02,2012,5,2,,6.8,,2.2,,4.5,,13.5,,0,,2,,0,,2,,0,,,,<31,
2012-05-03,2012,5,3,,10.9,,2.4,,6.7,,11.3,,0,,0,T,0,,0,T,0,,15,,52,
2012-05-04,2012,5,4,,16.3,,1.1,,8.7,,9.3,,0,,0,T,0,,0,T,0,,27,,35,
2012-05-05,2012,5,5,,9.3,,0.3,,4.8,,13.2,,0,,8.8,,12.6,,21.4,,0,,35,E,52,E
2012-05-06,2012,5,6,,13.8,,1.2,,7.5,,10.5,,0,,0,,0,,0,,0,,32,E,33,E
2012-05-07,2012,5,7,,18.2,,1.2,,9.7,,8.3,,0,,0,,0,,0,,0,,,,<31,
2012-05-08,2012,5,8,,22.6,,5.6,,14.1,,3.9,,0,,0,,0,,0,,0,,,,<31,
2012-05-09,2012,5,9,,14.7,,1.7,,8.2,,9.8,,0,,0.8,,0,,0.8,,0,,34,,57,
2012-05-10,2012,5,10,,8.5,,0.6,,4.6,,13.4,,0,,0,,0,,0,,0,,32,E,65,E
2012-05-11,2012,5,11,,15.7,,1.4,,8.6,,9.4,,0,,0,,0,,0,,0,,27,E,37,E
2012-05-12,2012,5,12,,22,,4.8,,13.4,,4.6,,0,,0,,0,,0,,0,,20,,39,
2012-05-13,2012,5,13,,25.1,,7.6,,16.4,,1.6,,0,,0,,0,,0,,0,,26,E,39,E
2012-05-14,2012,5,14,,21.5,,9.2,,15.4,,2.6,,0,,0,,0,,0,,0,,12,E,32,E
2012-05-15,2012,5,15,,26.6,,7.2,,16.9,,1.1,,0,,0,,0,,0,,0,,,,<31,
2012-05-16,2012,5,16,,24.2,,6.7,,15.5,,2.5,,0,,0,T,0,,0,T,0,,33,,72,
2012-05-17,2012,5,17,,11.6,,2.7,,7.2,,10.8,,0,,2,,0,T,2,,0,,34,E,44,E
2012-05-18,2012,5,18,,11.6,,1.9,,6.8,,11.2,,0,,0.4,,0,,0.4,,0,,2,E,50,E
2012-05-19,2012,5,19,,12.5,,-0.2,,6.2,,11.8,,0,,0,,0,,0,,0,,13,E,32,E
2012-05-20,2012,5,20,,18,,0.9,,9.5,,8.5,,0,,0,,0,,0,,0,,,,<31,
2012-05-21,2012,5,21,,20.4,,8,,14.2,,3.8,,0,,0,,0,,0,,0,,,,<31,
2012-05-22,2012,5,22,,17.2,,7.1,,12.2,,5.8,,0,,13.6,,0,,13.6,,0,,35,E,48,E
2012-05-23,2012,5,23,,12.9,,3.2,,8.1,,9.9,,0,,0.6,,0,,0.6,,0,,1,,65,
2012-05-24,2012,5,24,,9.1,,1.9,,5.5,,12.5,,0,,5.2,,0,,5.2,,0,,,,<31,
2012-05-25,2012,5,25,,13.3,,2.9,,8.1,,9.9,,0,,1.8,,0,,1.8,,0,,36,,46,
2012-05-26,2012,5,26,,14.2,,1.5,,7.9,,10.1,,0,,0,,0,,0,,0,,14,,32,
2012-05-27,2012,5,27,,12.9,,0.6,,6.8,,11.2,,0,,0,,0,,0,,0,,,,<31,
2012-05-28,2012,5,28,,15.4,,2.7,,9.1,,8.9,,0,,0,,0,,0,,0,,15,E,35,E
2012-05-29,2012,5,29,,19.2,,6.5,,12.9,,5.1,,0,,0,T,0,,0,T,0,,27,E,37,E
2012-05-30,2012,5,30,,16.6,,3.7,,10.2,,7.8,,0,,0,,0,,0,,0,,,,<31,
2012-05-31,2012,5,31,,20.7,,6.7,,13.7,,4.3,,0,,0,,0,,0,,0,,27,E,46,E
2012-06-01,2012,6,1,,22.1,,5.3,,13.7,,4.3,,0,,0,,0,,0,,0,,26,E,48,E
2012-06-02,2012,6,2,,20.3,,8.2,,14.3,,3.7,,0,,0.6,,0,,0.6,,0,,28,E,59,E
2012-06-03,2012,6,3,,19.6,,3.8,,11.7,,6.3,,0,,0,T,0,,0,T,0,,,,<31,
2012-06-04,2012,6,4,,20.5,,7.1,,13.8,,4.2,,0,,0,T,0,,0,T,0,,,,<31,
2012-06-05,2012,6,5,,15.7,,11,,13.4,,4.6,,0,,36.2,,0,,36.2,,0,,30,E,48,E
2012-06-06,2012,6,6,,16.5,,7.8,,12.2,,5.8,,0,,26,,0,,26,,0,,14,E,52,E
2012-06-07,2012,6,7,,20,,4.7,,12.4,,5.6,,0,,0,,0,,0,,0,,18,E,39,E
2012-06-08,2012,6,8,,14.6,,6.9,,10.8,,7.2,,0,,0.6,,0,,0.6,,0,,,,<31,
2012-06-09,2012,6,9,,14.8,,5.9,,10.4,,7.6,,0,,2.6,,0,,2.6,,0,,33,,57,
2012-06-10,2012,6,10,,15.5,,6.9,,11.2,,6.8,,0,,11.6,,0,,11.6,,0,,33,E,67,E
2012-06-11,2012,6,11,,22.6,,8.4,,15.5,,2.5,,0,,0,,0,,0,,0,,27,E,33,E
2012-06-12,2012,6,12,,23.8,,8.8,,16.3,,1.7,,0,,0,,0,,0,,0,,,,<31,
2012-06-13,2012,6,13,,17.5,,9.5,,13.5,,4.5,,0,,12.6,,0,,12.6,,0,,32,,33,
2012-06-14,2012,6,14,,17.7,,6.6,,12.2,,5.8,,0,,6.6,,0,,6.6,,0,,,M,,M
2012-06-15,2012,6,15,,16.6,,5.7,,11.2,,6.8,,0,,8.2,,0,,8.2,,0,,,M,,M
2012-06-16,2012,6,16,,23.5,,5.9,,14.7,,3.3,,0,,0,T,0,,0,T,0,,27,E,57,E
2012-06-17,2012,6,17,,21.4,,10.7,,16.1,,1.9,,0,,0,T,0,,0,T,0,,35,E,50,E
2012-06-18,2012,6,18,,14.5,,7.7,,11.1,,6.9,,0,,0.8,,0,,0.8,,0,,,,<31,
2012-06-19,2012,6,19,,16.8,,7.6,,12.2,,5.8,,0,,0.2,,0,,0.2,,0,,36,E,37,E
2012-06-20,2012,6,20,,18.1,,7.5,,12.8,,5.2,,0,,0.2,,0,,0.2,,0,,23,,72,
2012-06-21,2012,6,21,,21.6,,5.6,,13.6,,4.4,,0,,0,,0,,0,,0,,12,,32,
2012-06-22,2012,6,22,,21.2,,11.7,,16.5,,1.5,,0,,2.2,,0,,2.2,,0,,16,E,43,E
2012-06-23,2012,6,23,,18.6,,12.4,,15.5,,2.5,,0,,10,,0,,10,,0,,,,<31,
2012-06-24,2012,6,24,,18.4,,11.6,,15,,3,,0,,13.6,,0,,13.6,,0,,,,<31,
2012-06-25,2012,6,25,,22.7,,8.8,,15.8,,2.2,,0,,1,,0,,1,,0,,,,<31,
2012-06-26,2012,6,26,,14.2,,7.8,,11,,7,,0,,5.6,,0,,5.6,,0,,31,E,44,E
2012-06-27,2012,6,27,,20,,7.9,,14,,4,,0,,6,,0,,6,,0,,28,E,63,E
2012-06-28,2012,6,28,,21.6,,7,,14.3,,3.7,,0,,0,,0,,0,,0,,15,E,33,E
2012-06-29,2012,6,29,,24.6,,12.3,,18.5,,0,,0.5,,0,,0,,0,,0,,27,E,41,E
2012-06-30,2012,6,30,,24.7,,9.3,,17,,1,,0,,2.2,,0,,2.2,,0,,19,E,35,E
2012-07-01,2012,7,1,,22.8,,11.8,,17.3,,0.7,,0,,2.4,,0,,2.4,,0,,1,E,46,E
2012-07-02,2012,7,2,,23.3,,8.8,,16.1,,1.9,,0,,0,,0,,0,,0,,14,E,44,E
2012-07-03,2012,7,3,,21.3,,12.9,,17.1,,0.9,,0,,0.2,,0,,0.2,,0,,25,E,76,E
2012-07-04,2012,7,4,,19.4,,11.7,,15.6,,2.4,,0,,0,T,0,,0,T,0,,26,E,69,E
2012-07-05,2012,7,5,,21.3,,8,,14.7,,3.3,,0,,26.4,,0,,26.4,,0,,11,,32,
2012-07-06,2012,7,6,,21.1,,9.6,,15.4,,2.6,,0,,9.6,,0,,9.6,,0,,30,,41,
2012-07-07,2012,7,7,,25.7,,11,,18.4,,0,,0.4,,0,,0,,0,,0,,15,,37,
2012-07-08,2012,7,8,,26.9,,12.6,,19.8,,0,,1.8,,0,,0,,0,,0,,,,<31,
2012-07-09,2012,7,9,,30.5,,14.9,,22.7,,0,,4.7,,0,,0,,0,,0,,20,E,48,E
2012-07-10,2012,7,10,,29.1,,16.5,,22.8,,0,,4.8,,0,,0,,0,,0,,,,<31,
2012-07-11,2012,7,11,,27.1,,15.1,,21.1,,0,,3.1,,0,,0,,0,,0,,17,,33,
2012-07-12,2012,7,12,,27.3,,15.3,,21.3,,0,,3.3,,0.4,,0,,0.4,,,,6,,35,
2012-07-13,2012,7,13,,25.6,,15.6,,20.6,,0,,2.6,,0.2,,0,,0.2,,,,6,,39,
2012-07-14,2012,7,14,,21.4,,16.2,,18.8,,0,,0.8,,0,T,0,,0,T,,,31,,33,
2012-07-15,2012,7,15,,18.4,,13.7,,16.1,,1.9,,0,,26.2,,0,,26.2,,,,33,,37,
2012-07-16,2012,7,16,,19.4,,14.9,,17.2,,0.8,,0,,0.6,,0,,0.6,,,,33,,37,
2012-07-17,2012,7,17,,24.3,,14.7,,19.5,,0,,1.5,,0,T,0,,0,T,,,18,,37,
2012-07-18,2012,7,18,,27.8,,15.9,,21.9,,0,,3.9,,0,,0,,0,,,,26,,50,
2012-07-19,2012,7,19,,23.7,,12.3,,18,,0,,0,,0,,0,,0,,,,6,,32,
2012-07-20,2012,7,20,,22.9,,13.8,,18.4,,0,,0.4,,1.8,,0,,1.8,,,,20,,74,
2012-07-21,2012,7,21,,25.6,,11.8,,18.7,,0,,0.7,,0,,0,,0,,,,26,,57,
2012-07-22,2012,7,22,,24.8,,8.5,,16.7,,1.3,,0,,0,,0,,0,,,,16,,41,
2012-07-23,2012,7,23,,23.2,,12.2,,17.7,,0.3,,0,,5.4,,0,,5.4,,,,25,,72,
2012-07-24,2012,7,24,,20.9,,10.9,,15.9,,2.1,,0,,1.2,,0,,1.2,,,,31,,63,
2012-07-25,2012,7,25,,22.8,,12.9,,17.9,,0.1,,0,,1,,0,,1,,,,33,,52,
2012-07-26,2012,7,26,,22.8,,10.1,,16.5,,1.5,,0,,0,,0,,0,,,,23,,44,
2012-07-27,2012,7,27,,28.1,,10.7,,19.4,,0,,1.4,,0,,0,,0,,,,21,,39,
2012-07-28,2012,7,28,,25,,13.8,,19.4,,0,,1.4,,0.8,,0,,0.8,,,,3,,74,
2012-07-29,2012,7,29,,25.8,,10.4,,18.1,,0,,0.1,,0,,0,,0,,,,17,,35,
2012-07-30,2012,7,30,,29.3,,10.8,,20.1,,0,,2.1,,0,,0,,0,,,,1,,61,
2012-07-31,2012,7,31,,25.3,,10.7,,18,,0,,0,,0.8,,0,,0.8,,,,36,,50,
2012-08-01,2012,8,1,,23.3,,10.7,,17,,1,,0,,1.8,,0,,1.8,,,,22,,35,
2012-08-02,2012,8,2,,18.1,,8.9,,13.5,,4.5,,0,,5.4,,0,,5.4,,,,34,,59,
2012-08-03,2012,8,3,,21,,7.3,,14.2,,3.8,,0,,0.4,,0,,0.4,,,,30,,43,
2012-08-04,2012,8,4,,26.6,,13.5,,20.1,,0,,2.1,,0,,0,,0,,,,20,,39,
2012-08-05,2012,8,5,,28.1,,13.8,,21,,0,,3,,0,,0,,0,,,,16,,43,
