Station Name,CALGARY INTL A,,,,,,,,,,,,,,,,,,,,,,,,,
Province,ALBERTA,,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,51.12,,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,-114.01,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,1099.1,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,3031092,,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71877,,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,YYC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend,,,,,,,,,,,,,,,,,,,,,,,,,,
A,Accumulated,,,,,,,,,,,,,,,,,,,,,,,,,
C,"Precipitation occurred, amount uncertain",,,,,,,,,,,,,,,,,,,,,,,,,
E,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,
F,Accumulated and estimated,,,,,,,,,,,,,,,,,,,,,,,,,
L,Precipitation may or may not have occurred,,,,,,,,,,,,,,,,,,,,,,,,,
M,Missing,,,,,,,,,,,,,,,,,,,,,,,,,
N,Temperature missing but known to be > 0,,,,,,,,,,,,,,,,,,,,,,,,,
S,More than one occurrence,,,,,,,,,,,,,,,,,,,,,,,,,
T,Trace,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Temperature missing but known to be < 0,,,,,,,,,,,,,,,,,,,,,,,,,
[empty],No data available,,,,,,,,,,,,,,,,,,,,,,,,,
^,The value displayed is based on incomplete data,,,,,,,,,,,,,,,,,,,,,,,,,
†,Data that is not subject to review by the National Climate Archives,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2017-01-01,2017,1,1,,-7.8,,-17.4,,-12.6,,30.6,,0,,0,,3.6,,2,,12,,1,,46,
2017-01-02,2017,1,2,,-16.1,,-26.1,,-21.1,,39.1,,0,,0,,0,T,0,T,14,,,,<31,
2017-01-03,2017,1,3,,-15.5,,-22.4,,-19,,37,,0,,0.1,,0.4,,0.3,,14,,,,<31,
2017-01-04,2017,1,4,,-7.2,,-17.2,,-12.2,,30.2,,0,,0,,0,T,0,T,13,,35,,43,
2017-01-05,2017,1,5,,-3.5,,-15.8,,-9.7,,27.7,,0,,0,,2.2,,1.2,,13,,,,<31,
2017-01-06,2017,1,6,,-9.9,,-17,,-13.5,,31.5,,0,,,M,3,,1.6,,15,,,,<31,
2017-01-07,2017,1,7,,-14.9,,-19.2,,-17.1,,35.1,,0,,0,,0.4,,0.4,,16,,36,,43,
2017-01-08,2017,1,8,,-17.4,,-19.8,,-18.6,,36.6,,0,,0,,0,T,0,T,16,,19,,37,
2017-01-09,2017,1,9,,-19.5,,-23.1,,-21.3,,39.3,,0,,,M,4.3,,4.2,,20,,35,,37,
2017-01-10,2017,1,10,,-16.2,,-22.1,,-19.2,,37.2,,0,,0,,0.4,,0.4,,20,,35,,44,
2017-01-11,2017,1,11,,-6,,-23.1,,-14.6,,32.6,,0,,0,,0,,0,,20,,34,,41,
2017-01-12,2017,1,12,,-2.9,,-20.1,,-11.5,,29.5,,0,,0,,0,T,0,T,19,,28,,50,
2017-01-13,2017,1,13,,-2.6,,-13.4,,-8,,26,,0,,0,,0,,0,,19,,28,,48,
2017-01-14,2017,1,14,,6.2,,-14.1,,-4,,22,,0,,0,,0,,0,,16,,28,,52,
2017-01-15,2017,1,15,,7,,-1.3,,2.9,,15.1,,0,,0,,0,,0,,10,,29,,52,
2017-01-16,2017,1,16,,9.6,,-6.3,,1.7,,16.3,,0,,0,,0,,0,,8,,28,,35,
2017-01-17,2017,1,17,,10.2,,0.7,,5.5,,12.5,,0,,0,,0,,0,,7,,22,,37,
2017-01-18,2017,1,18,,7.7,E,,M,,M,,M,,M,0,,0,,0,,5,,,,<31,
2017-01-19,2017,1,19,,9.9,,-0.8,,4.6,,13.4,,0,,0,,0,,0,,5,,27,,39,
2017-01-20,2017,1,20,,5.7,,-7.8,,-1.1,,19.1,,0,,0,,0,,0,,5,,,,<31,
2017-01-21,2017,1,21,,2.1,,-10.3,,-4.1,,22.1,,0,,0,,0,,0,,3,,,,<31,
2017-01-22,2017,1,22,,-3.1,,-6.3,,-4.7,,22.7,,0,,0,,0.2,,0.2,,3,,,,<31,
2017-01-23,2017,1,23,,-3.2,,-7.5,,-5.4,,23.4,,0,,0,,0,T,0,T,2,,,,<31,
2017-01-24,2017,1,24,,0.5,,-11.1,,-5.3,,23.3,,0,,0,,0,,0,,2,,,,<31,
2017-01-25,2017,1,25,,1.6,,-7.2,,-2.8,,20.8,,0,,0,,0,,0,,1,,,,<31,
2017-01-26,2017,1,26,,4.8,,-6.9,,-1.1,,19.1,,0,,0,,0,,0,,2,,,,<31,
2017-01-27,2017,1,27,,7.4,,-7.4,,0,,18,,0,,0,,0,,0,,2,,29,,65,
2017-01-28,2017,1,28,,10.8,,5.8,,8.3,,9.7,,0,,0,,0,,0,,2,,28,,69,
2017-01-29,2017,1,29,,13,,4.8,,8.9,,9.1,,0,,0,,0,,0,,0,T,27,,74,
2017-01-30,2017,1,30,,5.3,,-4.7,,0.3,,17.7,,0,,0,,0,,0,,0,T,26,,63,
2017-01-31,2017,1,31,,-4.6,,-12.1,,-8.4,,26.4,,0,,0.2,,0,T,0.2,,0,T,34,,50,
2017-02-01,2017,2,1,,-7.1,,-11.8,,-9.5,,27.5,,0,,0.2,,0,,0.2,,0,T,34,,41,
2017-02-02,2017,2,2,,-6.2,,-14.7,,-10.5,,28.5,,0,,0,,0,,0,,0,T,,,<31,
2017-02-03,2017,2,3,,-11.1,,-18.6,,-14.9,,32.9,,0,,0,,2.8,,2.8,,0,T,34,,35,
2017-02-04,2017,2,4,,-14.2,,-17.4,,-15.8,,33.8,,0,,,M,3.6,,2.8,,4,,,,<31,
2017-02-05,2017,2,5,,-16,,-19.8,,-17.9,,35.9,,0,,0,,9.6,,8.4,,8,,,,<31,
2017-02-06,2017,2,6,,-19.6,,-25.2,,-22.4,,40.4,,0,,0,,8.6,,7.8,,19,,,,<31,
2017-02-07,2017,2,7,,-20.9,,-29.6,,-25.3,,43.3,,0,,0,,0,T,0,T,23,,,,<31,
2017-02-08,2017,2,8,,-13.7,,-29.5,,-21.6,,39.6,,0,,0,,0,,0,,23,,,,<31,
2017-02-09,2017,2,9,,-6.9,,-17.3,,-12.1,,30.1,,0,,0,,0,,0,,23,,,,<31,
2017-02-10,2017,2,10,,5.9,,-16.4,,-5.3,,23.3,,0,,0,,0,,0,,23,,27,,50,
2017-02-11,2017,2,11,,2.7,,-8.1,,-2.7,,20.7,,0,,0,,0,,0,,20,,33,,70,
2017-02-12,2017,2,12,,6.3,,-4.2,,1.1,,16.9,,0,,0,,0,,0,,15,,28,,65,
2017-02-13,2017,2,13,,9.2,,2.9,,6.1,,11.9,,0,,0,,0,,0,,12,,27,,56,
2017-02-14,2017,2,14,,12.1,,-3.4,,4.4,,13.6,,0,,0,,0,,0,,10,,,,<31,
2017-02-15,2017,2,15,,16.4,,-2.3,,7.1,,10.9,,0,,0,,0,,0,,6,,30,,43,
2017-02-16,2017,2,16,,15,,-0.4,,7.3,,10.7,,0,,0,,0,,0,,4,,29,,63,
2017-02-17,2017,2,17,,9.9,,-1.9,,4,,14,,0,,0,,0,,0,,0,T,27,,44,
2017-02-18,2017,2,18,,1.7,,-5.4,,-1.9,,19.9,,0,,0,,3.6,,2.4,,0,T,,,<31,
2017-02-19,2017,2,19,,1.4,,-4,,-1.3,,19.3,,0,,0,,0,,0,,3,,,,<31,
2017-02-20,2017,2,20,,0.8,,-7.1,,-3.2,,21.2,,0,,0,,0,,0,,0,T,,,<31,
2017-02-21,2017,2,21,,1.6,E,,M,,M,,M,,M,0,,0,T,0,T,0,T,,,<31,
2017-02-22,2017,2,22,,-1.3,,-6.2,,-3.8,,21.8,,0,,0,,0.8,,0.8,,0,T,34,,50,
2017-02-23,2017,2,23,,-2.4,,-8,,-5.2,,23.2,,0,,0,,0.2,,0.2,,0,T,,,<31,
2017-02-24,2017,2,24,,-5.9,,-11,,-8.5,,26.5,,0,,0,,4,,3.6,,0,T,2,,32,
2017-02-25,2017,2,25,,-3.1,,-10.5,,-6.8,,24.8,,0,,0.2,,1.2,,1,,4,,1,,35,
2017-02-26,2017,2,26,,-5.9,,-13.5,,-9.7,,27.7,,0,,0,,1.4,,0.8,,5,,36,,46,
2017-02-27,2017,2,27,,-8.6,,-17.2,,-12.9,,30.9,,0,,0,,0,T,0,T,,,,,<31,
2017-02-28,2017,2,28,,-5.9,,-13.9,,-9.9,,27.9,,0,,0,,0,,0,,4,,,,<31,
2017-03-01,2017,3,1,,0.7,,-12.7,,-6,,24,,0,,0,,0,T,0,T,4,,3,,39,
2017-03-02,2017,3,2,,2.5,,-11.7,,-4.6,,22.6,,0,,0,,0,,0,,2,,,,<31,
2017-03-03,2017,3,3,,9.6,,-5.9,,1.9,,16.1,,0,,0,,0,,0,,2,,23,,54,
2017-03-04,2017,3,4,,-3.5,,-12.3,,-7.9,,25.9,,0,,0,,0,T,0,T,0,T,1,,48,
2017-03-05,2017,3,5,,-9.9,,-13.4,,-11.7,,29.7,,0,,0,,2.4,,2.2,,0,T,,,<31,
