Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2010-09-21,2010,9,21,,5.2,,0.4,,2.8,,15.2,,0,,1,,0,T,1,,0,,,,<31,
2010-09-22,2010,9,22,,12.2,,1.9,,7.1,,10.9,,0,,0,,0,,0,,0,,,,<31,
2010-09-23,2010,9,23,,15.8,,-1.1,,7.4,,10.6,,0,,0,,0,,0,,0,,27,,46,
2010-09-24,2010,9,24,,17.2,,6.5,,11.9,,6.1,,0,,0.2,,0,,0.2,,0,,28,E,39,E
2010-09-25,2010,9,25,,25.1,,6.6,,15.9,,2.1,,0,,0,,0,,0,,0,,,,<31,
2010-09-26,2010,9,26,,22.4,,7.5,,15,,3,,0,,0,,0,,0,,0,,34,E,44,E
2010-09-27,2010,9,27,,25.4,,8,,16.7,,1.3,,0,,0,,0,,0,,0,,19,E,33,E
2010-09-28,2010,9,28,,16.4,,6.2,,11.3,,6.7,,0,,1.8,,0,,1.8,,0,,,,<31,
2010-09-29,2010,9,29,,19.4,,2.1,,10.8,,7.2,,0,,0,,0,,0,,0,,,,<31,
2010-09-30,2010,9,30,,15.8,,4.5,,10.2,,7.8,,0,,0,,0,,0,,0,,36,,33,
2010-10-01,2010,10,1,,18.5,,2.2,,10.4,,7.6,,0,,0,,0,,0,,0,,15,E,54,E
2010-10-02,2010,10,2,,26.2,,4.2,,15.2,,2.8,,0,,0,,0,,0,,0,,,,<31,
2010-10-03,2010,10,3,,16.4,,9.8,,13.1,,4.9,,0,,0.8,,0,,0.8,,0,,34,E,37,E
2010-10-04,2010,10,4,,20,,8.6,,14.3,,3.7,,0,,2.2,,0,,2.2,,0,,,,<31,
2010-10-05,2010,10,5,,15.5,,5.6,,10.6,,7.4,,0,,1.8,,0,,1.8,,0,,36,E,37,E
2010-10-06,2010,10,6,,21.8,,6.3,,14.1,,3.9,,0,,0,,0,,0,,0,,,,<31,
2010-10-07,2010,10,7,,22.3,,0.8,,11.6,,6.4,,0,,0,,0,,0,,0,,,,<31,
2010-10-08,2010,10,8,,20.6,,9.4,,15,,3,,0,,0,,0,,0,,0,,27,,41,
2010-10-09,2010,10,9,,21.9,,3.4,,12.7,,5.3,,0,,0,,0,,0,,0,,28,,39,
2010-10-10,2010,10,10,,23.5,,8.2,,15.9,,2.1,,0,,0.2,,0,,0.2,,0,,36,E,57,E
2010-10-11,2010,10,11,,9.9,,4.9,,7.4,,10.6,,0,,1.2,,0,,1.2,,0,,,,<31,
2010-10-12,2010,10,12,,14.7,,5,,9.9,,8.1,,0,,0,,0,,0,,0,,28,E,35,E
2010-10-13,2010,10,13,,15.9,,6,,11,,7,,0,,0,,0,,0,,0,,30,,41,
2010-10-14,2010,10,14,,22.4,,-0.4,,11,,7,,0,,0,,0,,0,,0,,,,<31,
2010-10-15,2010,10,15,,11.1,,0.4,,5.8,,12.2,,0,,0,,2.2,,2.2,,0,,35,E,44,E
2010-10-16,2010,10,16,,6.3,,-3.9,,1.2,,16.8,,0,,0,,0,,0,,0,,,,<31,
2010-10-17,2010,10,17,,11.7,,-5.7,,3,,15,,0,,0,,0,,0,,0,,,,<31,
2010-10-18,2010,10,18,,14.9,,-1.5,,6.7,,11.3,,0,,0,,0,,0,,0,,28,E,35,E
2010-10-19,2010,10,19,,18.1,,4.4,,11.3,,6.7,,0,,0,,0,,0,,0,,27,E,46,E
2010-10-20,2010,10,20,,15.7,,-0.2,,7.8,,10.2,,0,,0,,0,,0,,0,,,,<31,
2010-10-21,2010,10,21,,21.1,,2.8,,12,,6,,0,,0,,0,,0,,0,,29,E,35,E
2010-10-22,2010,10,22,,8.3,,0.7,,4.5,,13.5,,0,,0,,0,,0,,0,,,,<31,
2010-10-23,2010,10,23,,8.6,,0.1,,4.4,,13.6,,0,,0,,0,T,0,T,0,,,,<31,
2010-10-24,2010,10,24,,4.7,,-1,,1.9,,16.1,,0,,0,T,0,,0,T,0,,,,<31,
2010-10-25,2010,10,25,,1.5,,-1.1,,0.2,,17.8,,0,,0.6,,1.8,,2.4,,2,,,,<31,
2010-10-26,2010,10,26,,1.4,,-2,,-0.3,,18.3,,0,,0,,0.2,,0.2,,0,,,,<31,
2010-10-27,2010,10,27,,1.3,,-4.3,,-1.5,,19.5,,0,,0,,0.2,,0.2,,0,,,,<31,
2010-10-28,2010,10,28,,3.7,,-6.1,,-1.2,,19.2,,0,,0,,0,,0,,0,,,,<31,
2010-10-29,2010,10,29,,12.1,,-4.1,,4,,14,,0,,0,,0,,0,,0,,,,<31,
2010-10-30,2010,10,30,,11.3,,-4.5,,3.4,,14.6,,0,,0,,0,,0,,0,,,,<31,
2010-10-31,2010,10,31,,13.5,,-1.8,,5.9,,12.1,,0,,0,,0,,0,,0,,,,<31,
2010-11-01,2010,11,1,,16.1,,-1,,7.6,,10.4,,0,,0,,0,,0,,0,,23,E,52,E
2010-11-02,2010,11,2,,13,,2.3,,7.7,,10.3,,0,,0,,0,,0,,0,,27,E,39,E
2010-11-03,2010,11,3,,13.8,,0.6,,7.2,,10.8,,0,,0,,0,,0,,0,,,,<31,
2010-11-04,2010,11,4,,22.2,,-3.9,,9.2,,8.8,,0,,0,,0,,0,,0,,28,,46,
2010-11-05,2010,11,5,,20.7,,0.8,,10.8,,7.2,,0,,0,,0,,0,,0,,,,<31,
2010-11-06,2010,11,6,,11.2,,-5,,3.1,,14.9,,0,,0,,0,,0,,0,,34,,32,
2010-11-07,2010,11,7,,16.9,,-4.5,,6.2,,11.8,,0,,0,,0,,0,,0,,,,<31,
2010-11-08,2010,11,8,,5.1,,-2.1,,1.5,,16.5,,0,,1,,0,,1,,0,,33,E,46,E
2010-11-09,2010,11,9,,6.2,,-7.3,,-0.6,,18.6,,0,,0,,0,,0,,0,,,,<31,
2010-11-10,2010,11,10,,2.6,,-7.5,,-2.5,,20.5,,0,,0,,0,,0,,0,,,,<31,
2010-11-11,2010,11,11,,3.3,,-9,,-2.9,,20.9,,0,,0,,0,,0,,0,,,,<31,
2010-11-12,2010,11,12,,5.6,,-1,,2.3,,15.7,,0,,0,,0,,0,,0,,27,,50,
2010-11-13,2010,11,13,,11.3,,-5.7,,2.8,,15.2,,0,,0,,0,,0,,0,,28,E,48,E
2010-11-14,2010,11,14,,9.7,,-3.8,,3,,15,,0,,0,T,0,,0,T,0,,19,E,44,E
2010-11-15,2010,11,15,,7.6,,-0.4,,3.6,,14.4,,0,,0.8,,0.6,,1.4,,0,,33,E,37,E
2010-11-16,2010,11,16,,-0.3,,-12.7,,-6.5,,24.5,,0,,0,,6.6,,6.6,,6,,2,E,67,E
2010-11-17,2010,11,17,,-12.5,,-13.9,,-13.2,,31.2,,0,,0,,5.2,,3.6,,8,,14,,32,
2010-11-18,2010,11,18,,-13.2,,-20.7,,-17,,35,,0,,0,,2.8,,2.2,,11,,35,E,33,E
2010-11-19,2010,11,19,,-16.6,,-23.7,,-20.2,,38.2,,0,,0,,0.8,,0.4,,10,,,,<31,
2010-11-20,2010,11,20,,-16.6,,-23.6,,-20.1,,38.1,,0,,0,,0.4,,0.2,,11,,,,<31,
2010-11-21,2010,11,21,,-16.9,,-18.8,,-17.9,,35.9,,0,,0,,1.8,,1.8,,11,,,,<31,
2010-11-22,2010,11,22,,-18.8,,-27.8,,-23.3,,41.3,,0,,0,,2.4,,2.4,,13,,36,E,33,E
2010-11-23,2010,11,23,,-22.5,,-31.2,,-26.9,,44.9,,0,,0,,0,T,0,T,14,,,,<31,
2010-11-24,2010,11,24,,-9.7,,-29.2,,-19.5,,37.5,,0,,0,,0,,0,,14,,,,<31,
2010-11-25,2010,11,25,,1.9,,-12.6,,-5.4,,23.4,,0,,0,,0,T,0,T,14,,27,E,54,E
2010-11-26,2010,11,26,,5.6,,-4,,0.8,,17.2,,0,,0,,0,,0,,8,,27,E,74,E
2010-11-27,2010,11,27,,-0.2,,-11.7,,-6,,24,,0,,0,,0,,0,,6,,26,E,32,E
2010-11-28,2010,11,28,,-4.3,,-15.8,,-10.1,,28.1,,0,,0,,1.4,,1.4,,6,,,,<31,
2010-11-29,2010,11,29,,-4.3,,-18.1,,-11.2,,29.2,,0,,0,,0,,0,,6,,,,<31,
2010-11-30,2010,11,30,,5.4,,-13.4,,-4,,22,,0,,0,,0,,0,,4,,27,E,54,E
2010-12-01,2010,12,1,,3.8,,-8.6,,-2.4,,20.4,,0,,0,,0,,0,,3,,29,E,35,E
2010-12-02,2010,12,2,,-0.3,,-12.1,,-6.2,,24.2,,0,,0,,0,,0,,3,,,,<31,
2010-12-03,2010,12,3,,-8.1,,-12.4,,-10.3,,28.3,,0,,0,,0,,0,,3,,,,<31,
2010-12-04,2010,12,4,,-1.4,,-16.7,,-9.1,,27.1,,0,,0,,0,,0,,3,,,,<31,
2010-12-05,2010,12,5,,-0.5,,-18.6,,-9.6,,27.6,,0,,0,,0,,0,,3,,,,<31,
2010-12-06,2010,12,6,,3.7,,-16.1,,-6.2,,24.2,,0,,0,,0,,0,,3,,,,<31,
2010-12-07,2010,12,7,,-1.2,,-10.8,,-6,,24,,0,,0,,0,,0,,3,,,,<31,
2010-12-08,2010,12,8,,8.4,,-7.4,,0.5,,17.5,,0,,0,,0,,0,,3,,,,<31,
2010-12-09,2010,12,9,,2.5,,-14.8,,-6.2,,24.2,,0,,0,,0.2,,0.2,,2,,,,<31,
2010-12-10,2010,12,10,,-13.5,,-17.2,,-15.4,,33.4,,0,,0,,4,,3,,3,,,,<31,
2010-12-11,2010,12,11,,0.3,,-17.5,,-8.6,,26.6,,0,,0,,0,T,0,T,6,,,,<31,
2010-12-12,2010,12,12,,8.4,,-12.8,,-2.2,,20.2,,0,,0,,0,T,0,T,4,,28,E,41,E
2010-12-13,2010,12,13,,7.5,,-7,,0.3,,17.7,,0,,0,,0,,0,,3,,30,E,33,E
2010-12-14,2010,12,14,,3.7,,-8.5,,-2.4,,20.4,,0,,0,,0,,0,,1,,26,E,82,E
2010-12-15,2010,12,15,,1.9,,-11.2,,-4.7,,22.7,,0,,0,,0,T,0,T,1,,27,E,44,E
2010-12-16,2010,12,16,,-11.2,,-13.6,,-12.4,,30.4,,0,,0,,2,,1.2,,1,,,,<31,
2010-12-17,2010,12,17,,-10.9,,-13.4,,-12.2,,30.2,,0,,0,,2.2,,0.4,,4,,,,<31,
2010-12-18,2010,12,18,,-11.6,,-13.4,,-12.5,,30.5,,0,,0,,2.2,,0.2,,6,,,,<31,
2010-12-19,2010,12,19,,-12.7,,-22.2,,-17.5,,35.5,,0,,0,,0.2,,0.2,,8,,,,<31,
2010-12-20,2010,12,20,,-14.7,,-21.6,,-18.2,,36.2,,0,,0,,0,T,0,T,9,,,,<31,
2010-12-21,2010,12,21,,-1,,-18.2,,-9.6,,27.6,,0,,0,,0,,0,,9,,,,<31,
2010-12-22,2010,12,22,,-3,,-15.6,,-9.3,,27.3,,0,,0,,0,,0,,9,,,,<31,
2010-12-23,2010,12,23,,-5.7,,-13.8,,-9.8,,27.8,,0,,0,,0,,0,,8,,,,<31,
2010-12-24,2010,12,24,,2.4,,-13.8,,-5.7,,23.7,,0,,0,,0,,0,,7,,,,<31,
2010-12-25,2010,12,25,,5.9,,-9,,-1.6,,19.6,,0,,0,,0,,0,,6,,,,<31,
2010-12-26,2010,12,26,,4.6,,-6,,-0.7,,18.7,,0,,0,,0,,0,,4,,,,<31,
2010-12-27,2010,12,27,,2.1,,-7.2,,-2.6,,20.6,,0,,0,,0,,0,,3,,27,E,37,E
2010-12-28,2010,12,28,,0.9,,-8.5,,-3.8,,21.8,,0,,0,,2,,1.4,,3,,,,<31,
2010-12-29,2010,12,29,,-6.1,,-19.1,,-12.6,,30.6,,0,,0,,6.4,,2.4,,4,,,,<31,
2010-12-30,2010,12,30,,-15.7,,-22.6,,-19.2,,37.2,,0,,0,,1.6,,0.8,,11,,,,<31,
2010-12-31,2010,12,31,,-7.7,,-27,,-17.4,,35.4,,0,,0,,0,T,0,T,11,,,,<31,
