Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2015-09-22,2015,9,22,,16.5,,5.6,,11.1,,6.9,,0,,0,,0,,0,,,,17,,37,
2015-09-23,2015,9,23,,20.1,,1.7,,10.9,,7.1,,0,,0,,0,,0,,,,,,<31,
2015-09-24,2015,9,24,,21.2,,4.6,,12.9,,5.1,,0,,0,,0,,0,,,,16,,35,
2015-09-25,2015,9,25,,22.2,,5.8,,14,,4,,0,,0,,0,,0,,,,2,,48,
2015-09-26,2015,9,26,,14.7,,6.4,,10.6,,7.4,,0,,0.6,,0,,0.6,,,,29,,52,
2015-09-27,2015,9,27,,15.9,,2.9,,9.4,,8.6,,0,,0,,0,,0,,,,27,,44,
2015-09-28,2015,9,28,,15.4,,0.7,,8.1,,9.9,,0,,0,,0,,0,,,,,,<31,
2015-09-29,2015,9,29,,19.1,,2.1,,10.6,,7.4,,0,,0,,0,,0,,,,,,<31,
2015-09-30,2015,9,30,,20.7,,4.3,,12.5,,5.5,,0,,0,,0,,0,,,,,,<31,
2015-10-01,2015,10,1,,21.7,,3.6,,12.7,,5.3,,0,,0,,0,,0,,,,17,,35,
2015-10-02,2015,10,2,,20.3,,2.4,,11.4,,6.6,,0,,0.2,,0,,0.2,,,,35,,83,
2015-10-03,2015,10,3,,3,,0.5,,1.8,,16.2,,0,,2.4,,3,,5.4,,,,35,,76,
2015-10-04,2015,10,4,,4.6,,0.6,,2.6,,15.4,,0,,0,,0,,0,,,,,,<31,
2015-10-05,2015,10,5,,12.9,,0.3,,6.6,,11.4,,0,,0,,0,,0,,,,1,,33,
2015-10-06,2015,10,6,,16.3,,1,,8.7,,9.3,,0,,0,,0,,0,,,,27,,39,
2015-10-07,2015,10,7,,18.1,,7.3,,12.7,,5.3,,0,,0,,0,,0,,,,28,,57,
2015-10-08,2015,10,8,,19.8,,3.2,,11.5,,6.5,,0,,0,T,0,,0,T,,,,,<31,
2015-10-09,2015,10,9,,21.7,,11.1,,16.4,,1.6,,0,,0,,0,,0,,,,,,<31,
2015-10-10,2015,10,10,,23.5,,9.3,,16.4,,1.6,,0,,0,,0,,0,,,,21,,48,
2015-10-11,2015,10,11,,18.2,,5.7,,12,,6,,0,,0,,0,,0,,,,32,,74,
2015-10-12,2015,10,12,,17.5,,2.5,,10,,8,,0,,0,,0,,0,,,,29,,65,
2015-10-13,2015,10,13,,16.7,,2.1,,9.4,,8.6,,0,,0,,0,,0,,,,27,,48,
2015-10-14,2015,10,14,,14.8,,0.5,,7.7,,10.3,,0,,0,,0,,0,,,,5,,33,
2015-10-15,2015,10,15,,12.1,,0.3,,6.2,,11.8,,0,,0,,0,,0,,,,15,,43,
2015-10-16,2015,10,16,,14.6,,-0.2,,7.2,,10.8,,0,,0,,0,,0,,,,,,<31,
2015-10-17,2015,10,17,,19.7,,-0.3,,9.7,,8.3,,0,,0,,0,,0,,,,,,<31,
2015-10-18,2015,10,18,,17.7,,6.6,,12.2,,5.8,,0,,0,,0,,0,,,,1,,48,
2015-10-19,2015,10,19,,18.6,,3.3,,11,,7,,0,,0,,0,,0,,,,,,<31,
2015-10-20,2015,10,20,,13.4,,5,,9.2,,8.8,,0,,0,,0,,0,,,,34,,65,
2015-10-21,2015,10,21,,20,,1.4,,10.7,,7.3,,0,,0,,0,,0,,,,30,,48,
2015-10-22,2015,10,22,,15.8,,2,,8.9,,9.1,,0,,0,,0,,0,,,,28,,48,
2015-10-23,2015,10,23,,12.2,,-2.5,,4.9,,13.1,,0,,0,,0,,0,,,,28,,33,
2015-10-24,2015,10,24,,7.6,,-4.2,,1.7,,16.3,,0,,0,,0,,0,,,,34,,37,
2015-10-25,2015,10,25,,9.3,,-5.1,,2.1,,15.9,,0,,0,,0,,0,,,,18,,43,
2015-10-26,2015,10,26,,9.6,,-0.1,,4.8,,13.2,,0,,0,T,0,,0,T,,,34,,61,
2015-10-27,2015,10,27,,7.4,,-4.3,,1.6,,16.4,,0,,0,,0,,0,,,,33,,56,
2015-10-28,2015,10,28,,8.1,,-5.9,,1.1,,16.9,,0,,0,,0,,0,,,,,,<31,
2015-10-29,2015,10,29,,13.4,,0.3,,6.9,,11.1,,0,,,M,0,,,M,,,27,,43,
2015-10-30,2015,10,30,,13.7,,-0.3,,6.7,,11.3,,0,,0,T,0,,0,T,,,2,,52,
2015-10-31,2015,10,31,,9.1,,-2.5,,3.3,,14.7,,0,,0,T,0,,0,T,,,26,,46,
2015-11-01,2015,11,1,,9.7,,-4.2,,2.8,,15.2,,0,,0.8,,0,,0.8,,,,29,,54,
2015-11-02,2015,11,2,,2.1,,-1.7,,0.2,,17.8,,0,,1.4,,0,,1.4,,,,35,,33,
2015-11-03,2015,11,3,,0.2,,-6,,-2.9,,20.9,,0,,0.2,,0,,0.2,,,,,,<31,
2015-11-04,2015,11,4,,5.1,,-6,,-0.5,,18.5,,0,,0,,0,,0,,,,,,<31,
2015-11-05,2015,11,5,,4.3,,-5.1,,-0.4,,18.4,,0,,0,,0,T,0,T,0,,32,,46,
2015-11-06,2015,11,6,,10,,-6.4,,1.8,,16.2,,0,,0,,0,,0,,,,28,,69,
2015-11-07,2015,11,7,,14.3,,0.7,,7.5,,10.5,,0,,0,,0,,0,,,,27,,54,
2015-11-08,2015,11,8,,9,,-3.1,,3,,15,,0,,0,,0,T,0,T,0,T,35,,44,
2015-11-09,2015,11,9,,0.4,,-3.2,,-1.4,,19.4,,0,,0,,3.6,,2.6,,4,,,,<31,
2015-11-10,2015,11,10,,1.5,,-8.9,,-3.7,,21.7,,0,,0,,0,,0,,0,,,,<31,
2015-11-11,2015,11,11,,7,,-2.8,,2.1,,15.9,,0,,0,,0,,0,,0,,27,,65,
2015-11-12,2015,11,12,,4.7,,-2.7,,1,,17,,0,,0,,0,,0,,,,27,,43,
2015-11-13,2015,11,13,,10.7,,-3.3,,3.7,,14.3,,0,,0,,0,T,0,T,,,23,,54,
2015-11-14,2015,11,14,,1.9,,-1.3,,0.3,,17.7,,0,,0,,0,,0,,,,,,<31,
2015-11-15,2015,11,15,,13.9,,-1.9,,6,,12,,0,,0,,0,,0,,,,1,,46,
2015-11-16,2015,11,16,,2.7,,-3.8,,-0.6,,18.6,,0,,0,T,0,,0,T,,,34,,54,
2015-11-17,2015,11,17,,6.8,,-3,,1.9,,16.1,,0,,0.4,,1.4,,1.8,,1,,34,,69,
2015-11-18,2015,11,18,,-1.8,,-9.5,,-5.7,,23.7,,0,,0,T,0,,0,T,1,,35,,67,
2015-11-19,2015,11,19,,-2.8,,-10.2,,-6.5,,24.5,,0,,0,,0.2,,0,T,1,,35,,50,
2015-11-20,2015,11,20,,-2.8,,-9.4,,-6.1,,24.1,,0,,0,,0,T,0,T,1,,,,<31,
2015-11-21,2015,11,21,,7.8,,-2.6,,2.6,,15.4,,0,,0,,0,,0,,0,,28,,67,
2015-11-22,2015,11,22,,9.4,,-4.7,,2.4,,15.6,,0,,0,,0,,0,,0,,27,,65,
2015-11-23,2015,11,23,,-1,,-7.2,,-4.1,,22.1,,0,,0,,0,T,0,T,0,,34,,44,
2015-11-24,2015,11,24,,-3,,-15.6,,-9.3,,27.3,,0,,0,,6.4,,6.4,,2,,35,,52,
2015-11-25,2015,11,25,,-2.3,,-18,,-10.2,,28.2,,0,,0,,0,T,0,T,6,,,,<31,
2015-11-26,2015,11,26,,1.1,,-14.2,,-6.6,,24.6,,0,,0,,0,,0,,6,,,,<31,
2015-11-27,2015,11,27,,6.9,,-8,,-0.6,,18.6,,0,,0,,0,,0,,5,,,,<31,
2015-11-28,2015,11,28,,6.6,,-11.1,,-2.3,,20.3,,0,,0,,0,,0,,5,,,,<31,
2015-11-29,2015,11,29,,6,,-9.2,,-1.6,,19.6,,0,,0,,0,,0,,2,,,,<31,
2015-11-30,2015,11,30,,5.7,,-9.5,,-1.9,,19.9,,0,,0,,0,,0,,1,,,,<31,
2015-12-01,2015,12,1,,9.2,,-10.3,,-0.6,,18.6,,0,,0,,0,,0,,1,,28,,41,
2015-12-02,2015,12,2,,8.3,,-6.4,,1,,17,,0,,0,,0,,0,,1,,27,,43,
2015-12-03,2015,12,3,,7.7,,-5,,1.4,,16.6,,0,,0,,0,,0,,0,,17,,48,
2015-12-04,2015,12,4,,8.1,,-5.2,,1.5,,16.5,,0,,0,,0,,0,,0,,28,,43,
2015-12-05,2015,12,5,,5.6,,-4.8,,0.4,,17.6,,0,,0,,0,,0,,0,,23,,43,
2015-12-06,2015,12,6,,9.1,,-6.3,,1.4,,16.6,,0,,0,,0,,0,,0,,29,,37,
2015-12-07,2015,12,7,,9.5,,-3.4,,3.1,,14.9,,0,,0,,0,,0,,0,,28,,44,
2015-12-08,2015,12,8,,8.8,,-1.3,,3.8,,14.2,,0,,0,,0,,0,,0,,23,,48,
2015-12-09,2015,12,9,,7.9,,-0.2,,3.9,,14.1,,0,,0,,1.9,,1.9,,0,,27,,46,
2015-12-10,2015,12,10,,0.4,,-5,,-2.3,,20.3,,0,,0,,1.4,,1.2,,0,,,,<31,
2015-12-11,2015,12,11,,-1.3,,-3,,-2.2,,20.2,,0,,0,,0,T,0,T,1,,,,<31,
2015-12-12,2015,12,12,,-2.5,,-7.1,,-4.8,,22.8,,0,,0,,0.8,,0.8,,1,,,,<31,
2015-12-13,2015,12,13,,-3,,-6.8,,-4.9,,22.9,,0,,,M,0,T,,M,1,,,,<31,
2015-12-14,2015,12,14,,-5.3,,-9.2,,-7.3,,25.3,,0,,,M,,M,,M,1,,34,,37,
2015-12-15,2015,12,15,,3.5,,-12.1,,-4.3,,22.3,,0,,0,,4.8,,3.2,,1,,28,,44,
2015-12-16,2015,12,16,,-3.8,,-12.6,,-8.2,,26.2,,0,,0,,2.4,,1.8,,7,,,,<31,
2015-12-17,2015,12,17,,-8.6,,-18,,-13.3,,31.3,,0,,0,,0,,0,,7,,,,<31,
2015-12-18,2015,12,18,,-8,,-17.4,,-12.7,,30.7,,0,,0.2,,1.7,,1.7,,6,,15,,37,
2015-12-19,2015,12,19,,-1.8,,-17.7,,-9.8,,27.8,,0,,0,,0,,0,,6,,25,,32,
2015-12-20,2015,12,20,,0.1,,-14.6,,-7.3,,25.3,,0,,0,,0,,0,,6,,,,<31,
2015-12-21,2015,12,21,,-0.6,,-12.9,,-6.8,,24.8,,0,,0,,0,,0,,,,28,,33,
2015-12-22,2015,12,22,,-5.2,,-14.5,,-9.9,,27.9,,0,,0,,0,,0,,5,,,,<31,
2015-12-23,2015,12,23,,-7.6,,-18.3,,-13,,31,,0,,0,,0,,0,,5,,,,<31,
2015-12-24,2015,12,24,,-11.2,,-15.2,,-13.2,,31.2,,0,,0,,3.4,,2.4,,6,,,,<31,
2015-12-25,2015,12,25,,-14.6,,-21.1,,-17.9,,35.9,,0,,0,,0.4,,0,T,9,,,,<31,
2015-12-26,2015,12,26,,-10.3,,-23,,-16.7,,34.7,,0,,0,,0,T,0,T,9,,,,<31,
2015-12-27,2015,12,27,,0.7,,-12.2,,-5.8,,23.8,,0,,0,,0,,0,,9,,,,<31,
2015-12-28,2015,12,28,,-4,,-11.6,,-7.8,,25.8,,0,,0,,7.3,,5.3,,10,,,,<31,
2015-12-29,2015,12,29,,-7.9,,-18.3,,-13.1,,31.1,,0,,0,,0,T,0,T,16,,,,<31,
2015-12-30,2015,12,30,,-2.7,,-18.2,,-10.5,,28.5,,0,,0,,0,,0,,15,,32,,32,
2015-12-31,2015,12,31,,4.2,,-14.1,,-5,,23,,0,,0,,0,,0,,15,,,,<31,
